Incident_Address,fines,missed_count,total_requests
3532 THORNEHILL DR,0,1,4
"3533 Central Ave, Nashville, TN 37205, United States",0,1,1
"3533 Richland Ave, Nashville, TN 37205, United States",200,2,2
"3533 Thornehill Dr, Nashville, TN 37013, United States",0,1,1
3533 colony pt w,0,1,1
3533 seasons dr,0,1,1
3534 gondola dr,0,1,1
"3535 Central Ave, Nashville, TN 37205, United States",0,1,1
"3535 Seneca Forest Dr, Nashville, TN 37217, United States",0,1,1
"354 Fairlane Dr, Nashville, TN 37211, United States",200,2,2
"3542 Seneca Forest Dr, Nashville, TN 37217, United States",200,2,2
"3545 Roundwood Forest Dr, Nashville, TN 37013, United States",0,1,1
"3546 Seneca Forest Dr, Nashville, TN 37217, United States",0,1,1
3548 Anderson Rd,0,1,1
"3548 Anderson Rd, Nashville, TN 37217, United States",0,1,1
"3548 Colony Point W, Nashville, TN 37217, United States",0,1,1
3548 gondola dr,0,1,1
"3549 Pin Hook Rd, Nashville, TN 37013, United States",0,1,1
3550 Pewitt Rd,0,1,4
"3550 Pewitt Rd, Nashville, TN 37218, United States",0,1,1
"3552 Colony Point W, Nashville, TN 37217, United States",0,1,1
3554 Gondola Dr,0,1,1
"356 Flushing Dr, Nashville, TN 37211, United States",0,1,1
"356 Glenrose Ave, Nashville, TN 37210, United States",0,1,1
356 Kingview Dr,0,1,1
"356 Melpar Dr, Nashville, TN 37211, United States",0,1,1
"3561 Dickerson Pike, Nashville, TN 37207, United States",1000,6,6
3570 GONDOLA DR,200,2,2
"3572 Shakertown Rd, Nashville, TN 37013, United States",200,2,2
3572 gondola dr,0,1,1
3575 GONDOLA DR,0,1,1
"358 Barrywood Dr, Nashville, TN 37211, United States",400,3,3
"358 Brewer Dr, Nashville, TN 37211, United States",0,1,1
"3585 Gondola Dr, Nashville, TN 37013, United States",400,3,8
"3587 Gondola Dr, Nashville, TN 37013, United States",200,2,2
"359 Normandy Cir, Nashville, TN 37209, USA",0,1,1
"359 Strasser Dr, Nashville, TN 37211, United States",0,1,1
"36 Fairfield Ave, Nashville, TN 37210, United States",0,1,1
"360 Tusculum Rd, Nashville, TN 37211, United States",0,1,1
3600 HOBBS RD,0,1,1
"3600 Lipton Pl, Nashville, TN 37013, United States",0,1,1
3600 Southern Way,0,1,1
3601 Hoods Hill Rd,0,1,1
"3601 Wilbur Pl, Nashville, TN 37204, United States",0,1,1
"3602 Lealand Ln, Nashville, TN 37204, United States",0,1,1
3603 Normandy Pl S,0,1,1
"3603 Sabre Dr, Nashville, TN 37211, United States",0,1,1
"3604 Green Garden Ct, Nashville, TN 37013, United States",0,1,1
"3604 Hampton Ave, Nashville, TN 37215, United States",0,1,1
"3604 Woodmont Ln, Nashville, TN 37215, United States",0,1,1
3604 green garden ct,200,2,2
3604 southern way,0,1,1
"3605 Brush Hill Rd, Nashville, TN 37216, United States",0,1,1
"3605 Colewood Dr, Nashville, TN 37215, United States",200,2,2
3605 FLORAL DR,200,2,2
"3605 Floral Dr, Nashville, TN 37211, United States",0,1,1
"3605 Lipton Pl, Nashville, TN 37013, United States",0,1,1
"3605 MEADOWBROOK AVE, 37205",0,1,1
3605 Meadowbrook Ave,0,1,1
"3605 Meadowbrook Ave, Nashville, Tennessee, 37205",0,1,4
"3605 Sabre Dr, Nashville, TN 37211, United States",0,1,1
"3605 Trimble Rd, Nashville, TN 37215, United States",0,1,1
3606 BRUSH HILL RD,0,1,1
3606 Brush Hill Rd,600,4,10
"3606 Meadowbrook Ave, Nashville, TN 37205, United States",0,1,1
3606 Whites Creek Pike,0,1,1
"3607 Gallatin Pike, Nashville, TN 37216, United States",0,1,4
"3608 Benham Ave, Nashville, TN 37215, United States",200,2,2
"3608 Central Ave, Nashville, TN 37205, United States",200,2,2
"3608 Fairmeade Dr, Nashville, TN 37218, United States",0,1,1
"3608 Green Garden Ct, Nashville, TN 37013, United States",0,1,1
"3608 Lipton Pl, Nashville, TN 37013, United States",200,2,2
"3608 Seasons Dr, Nashville, TN 37013, United States",0,1,1
3609 Brush Hill Ct,0,1,1
"3609 Donna Kay Dr, Nashville, Tennessee, 37211",0,1,1
"3609 HUNTINGBORO TRL, 37013",0,1,1
"3609 Hilldale Dr, Nashville, TN 37215, United States",600,4,4
"3609 Pilcher Ave, Nashville, TN 37209, United States",0,1,1
"3609 Wells Ct, Antioch, Tennessee, 37013",0,1,1
"361 Wales Dr, Nashville, TN 37211, United States",0,1,1
"3610 Chalmette Ct, Nashville, TN 37215, United States",0,1,1
3611 Brush Hill Ct,0,1,1
"3611 Brush Hill Ct, Nashville, TN 37216, United States",0,1,1
3611 Caldwell Ct,0,1,1
3611 Meadowbrook Ave,0,1,1
"3611 Wilbur Pl, Nashville, TN 37204, United States",0,1,1
"3611 Woodlawn Dr, Nashville, TN 37215, United States",0,1,1
3611 brush hill ct,200,2,2
"3612 Dove Creek Rd, Nashville, TN 37013, United States",0,1,1
"3612 Green Garden Ct, Nashville, TN 37013, United States",0,1,1
3612 Mayflower Pl,0,1,1
"3612 Mayflower Pl, Nashville, TN 37204, United States",0,1,1
"3612 Meadow Dr, Nashville, TN 37215, United States",200,2,2
3612 WOOD BRIDGE DR,0,1,1
3612 burwick pl,200,2,2
3613 BRUSH HILL CT,0,1,1
"3613 Donna Kay Dr, Nashville, TN 37211, United States",0,1,1
3613 SABRE DR,0,1,1
3613 Sabre Dr,0,1,1
"3614 Normandy Pl N, Nashville, TN 37209, United States",0,1,1
"3614 Pilcher Ave, Nashville, TN 37209, United States",0,1,1
"3615 Central Ave, Nashville, TN 37205, USA",0,1,1
"3615 Central Ave, Nashville, TN 37205, United States",0,1,1
"3615 Hoods Hill Rd, Nashville, TN 37215, United States",200,2,2
3616 hoods hill rd,200,2,2
"3617 Arcadia Cir, Nashville, TN 37013, United States",0,1,1
"3617 Lipton Pl, Nashville, TN 37013, United States",0,1,1
"3617 Westbrook Ave, Nashville, TN 37205, United States",0,1,1
"3618 Meadowbrook Ave, Nashville, TN 37205, United States",0,1,1
3618 Sabre Dr,200,2,6
3618 mayflower pl,0,1,1
"3619 Whitland Ave, Nashville, TN 37205, United States",0,1,1
"362 Brewer Dr, Nashville, TN 37211, United States",0,1,1
362 ardsley pl,0,1,1
"3620 Arcadia Cir, Nashville, TN 37013, United States",0,1,1
"3620 Echo Ln, Nashville, TN 37218, United States",0,1,1
"3620 General Bate Dr, Nashville, TN 37204, United States",0,1,1
3620 Rolland Rd,200,2,2
"3620 Wood Bridge Dr, Nashville, TN 37217, United States",0,1,1
3621 Sabre Dr,0,1,1
"3621 Westbrook Ave, Nashville, TN 37205, United States",0,1,1
"3623 Fairmeade Dr, Nashville, TN 37218, United States",0,1,1
"3624 Lake Towne Dr, Nashville, TN 37013, United States",0,1,1
"3625 Central Ave, Nashville, TN 37205, United States",0,1,1
3625 Woodmont Blvd,0,1,4
"3627 Woodmont Blvd, Nashville, TN 37215, United States",0,1,1
"3629 Echo Ln, Nashville, TN 37218, United States",0,1,1
"3629 Gallatin Pike, Nashville, TN 37216, United States",0,1,1
3629 Longhaven Xing,0,1,1
"3629 Longhaven Xing, Antioch, Tennessee, 37013",0,1,1
3629 Longhaven xing,0,1,1
"3629 West End Ave, Nashville, TN 37205, United States",0,1,1
363 Woodycrest Ave,0,1,1
363 woodycrest ave,0,1,1
"3631 Pin Hook Rd, Nashville, TN 37013, United States",0,1,1
3631 West End Ave,0,1,1
3635 Woodmont Blvd,200,2,2
3636 Estes Rd,200,2,2
3636 clarksville pike,0,1,1
3636 wood bridge dr,0,1,1
"3637 Woodmont Blvd, Nashville, TN 37215, United States",0,1,1
"3637 Woodmont Blvd, Nashville, TN 37215, United States..trash bin in back by drive",0,1,1
3637 richland ave,400,3,3
"364 Fairlane Dr, Nashville, TN 37211, United States",0,1,1
364 hester ave,0,1,1
"3645 Knollwood Rd, Nashville, TN 37215, United States",0,1,1
"3645 Seasons Dr, Nashville, TN 37013, United States",0,1,1
3648 Wood Bridge Dr,0,1,1
"3653 Pin Hook Rd, Nashville, TN 37013, United States",0,1,1
"3653 Seasons Dr, Nashville, TN 37013, United States",0,1,1
3653 wood bridge dr,0,1,1
"366 Strasser Dr, Nashville, TN 37211, United States",0,1,1
3669 Georgia Ct,0,1,1
"367 Melpar Dr, Nashville, TN 37211, United States",0,1,1
368 EWING DR,0,1,1
"3680 Tampa Dr, Nashville, TN 37211, United States",0,1,1
"3689 Tampa Dr, Nashville, TN 37211, United States",0,1,1
37 CONCORD PARK E,0,1,1
"37 Vaughns Gap Rd, Nashville, TN 37205, United States",0,1,1
370 Brewer dr,0,1,1
"370 Huntington Ridge Dr, Nashville, TN 37211, United States",0,1,1
"3700 Kennedy Ave, Nashville, TN 37216, United States",0,1,1
"3700 Meadowbrook Ave, Nashville, TN 37205, United States",400,3,3
"3700 Waterford Way, Nashville, TN 37013, United States",400,3,3
"3701 E Ridge Dr, Nashville, TN 37211, United States",0,1,1
3701 Sycamore Lane,0,1,1
"3701 Sycamore Ln, Nashville, TN 37215, United States",200,2,2
"3702 Benham Ave, Nashville, TN 37215, United States",200,2,2
3702 Hobbs Rd,200,2,2
"3703 Colonial Heritage Dr, Nashville, TN 37217, United States",0,1,1
"3703 Hilldale Dr, Nashville, TN 37215, United States",200,2,2
3703 hilldale dr,0,1,1
3703 woodmont blvd,0,1,1
3704 ANDERSON RD,200,2,1
"3704 Clarksville Pike, Nashville, TN 37218, United States",0,1,1
"3704 Estes Rd, Nashville, TN 37215, United States",0,1,1
"3704 Grubbs Rd, Nashville, TN 37211, USA",0,1,1
3704 Hobbs Rd,200,2,2
"3704 Hobbs Rd, Nashville, TN 37215, United States",200,2,2
"3704 Priest Lake Dr, Nashville, TN 37217, United States",0,1,1
3704 clarksville pike,400,3,3
"3705 HUNTINGBORO TRL, 37013",0,1,1
3705 Homeland Dr,0,1,1
3705 creekland ct,200,2,2
3705 princeton ave,0,1,1
3706 Estes Rd,0,1,1
"3707 Colonial Heritage Dr, Nashville, TN 37217, United States",200,2,2
3707 HILLDALE DR,0,1,1
"3707 W Hamilton Rd, Nashville, TN 37218, United States",0,1,1
3708 HILLDALE DR,0,1,1
3708 Lausanne Dr,0,1,1
3708 Moss Rose Dr,0,1,1
3708 park ave,0,1,1
"3709 Tibbs Dr, Nashville, TN 37211, United States",0,1,1
"371 Brewer Dr, Nashville, TN 37211, United States",0,1,1
"371 Haywood Ln, Nashville, TN 37211, United States",0,1,1
"3710 Hilldale Dr, Nashville, TN 37215, United States",0,1,1
"3710 Lausanne Dr, Nashville, TN 37211, United States",0,1,1
3710 N NATCHEZ CT,3200,17,36
"3710 N Natchez Ct, Nashville, TN 37211, United States",0,1,1
3710 n natchez ct,0,1,1
"3711 Hewlett Dr, Nashville, TN 37211, United States",0,1,1
"3711 Nolensville Pike, Nashville, TN 37211, United States",400,3,3
"3711 WHITLAND AVE, 37205",0,1,1
3711 stevens ln,0,1,1
"3712 Belle Oaks Dr, Nashville, TN 37013, United States",0,1,1
"3712 Lake Towne Dr, Nashville, TN 37013, United States",0,1,1
3712 Lausanne Dr,600,4,4
"3712 Lausanne Dr, Nashville, TN 37211, United States",0,1,1
3712 benham ave,0,1,1
"3713 West End Ave, Nashville, Tennessee, 37205",0,1,1
3714 Benham Ave A,0,1,1
"3714 Benham Ave, Nashville, TN 37215, United States",0,1,1
"3714 Faulkner Dr, Nashville, TN 37211, United States",0,1,1
"3714 Folkstone Dr, Nashville, TN 37013, United States",0,1,1
"3714 Lausanne Dr, Nashville, TN 37211, United States",200,2,2
3714 lausanne dr,0,1,1
3715 Ezell Rd,0,1,1
3715 Folkstone Dr,0,1,1
"3715 W Hamilton Rd, Nashville, TN 37218, United States",0,1,1
"3716 Asheford Trace, Nashville, TN 37013, United States",0,1,1
"3716 Cedarwood Dr, Nashville, TN 37216, United States",0,1,1
"3716 Grubbs Rd, Nashville, TN 37211, United States",0,1,1
"3716 Norma Dr, Nashville, TN 37211, United States",0,1,1
3716 Sneed Ter,0,1,1
"3716 Sneed Terrace, Nashville, TN 37215, United States",0,1,1
3716 cedarwood dr,0,1,1
3716 hobbs rd,0,1,1
"3717 West End Ave, Nashville, TN 37205, United States",0,1,1
3718 Central Ave,0,1,1
"3718 Central Ave, Nashville, TN 37205, United States",200,2,2
"3718 Hilltop Ln, Nashville, TN 37216, United States",0,1,1
3719 Elkins Ave,0,1,1
"3719 Norma Dr, Nashville, TN 37211, United States",0,1,1
"372 Willard Dr, Nashville, TN 37211, United States",0,1,1
"3720 Faulkner Dr, Nashville, TN 37211, United States",200,2,2
"3720 Kings Ln, Nashville, TN 37218, United States",0,1,1
3720 huntingboro trl,0,1,1
"3721 ASHEFORD TRCE, 37013",0,1,1
"3721 Burrus St, Nashville, TN 37216, United States",0,1,1
"3721 Norma Dr, Nashville, TN 37211, United States",0,1,1
"3722 Grubbs Rd, Nashville, TN 37211, United States",400,3,3
"3722 Hilltop Ln, Nashville, TN 37216, United States",0,1,1
"3723 Burrus St, Nashville, TN 37216, United States",0,1,1
"3723 Stevens Ln, Nashville, TN 37218, United States",0,1,1
"3724 Hillbrook Dr, Nashville, TN 37211, United States",0,1,1
"3724 Waterford Way, Antioch, TN 37013, USA",0,1,1
3725 Nevada Ave,0,1,1
"3726 Grubbs Rd, Nashville, TN 37211, United States",0,1,1
3726 Nevada Ave,0,1,1
3728 John Mallette Dr,0,1,1
3728 john mallette dr,0,1,1
3729 Bakertown Rd,200,2,2
"3729 Burrus St, Nashville, TN 37216, United States",0,1,1
"3729 Edgewater Dr, Nashville, TN 37217, United States",0,1,1
"3729 Princeton Ave, Nashville, TN 37205, United States",0,1,1
"373 Barrywood Dr, Nashville, TN 37211, United States",0,1,1
373 bart dr,0,1,1
"3733 Seasons Dr, Nashville, TN 37013, United States",0,1,1
"3734 Faulkner Dr, Nashville, TN 37211, United States",400,3,3
"3734 John Mallette Dr, Nashville, TN 37218, United States",200,2,2
3734 john mallette dr,0,1,1
3735 Burrus St,0,1,1
"3736 Faulkner Dr, Nashville, TN 37211, United States",0,1,1
3738 Faulkner Dr,0,1,1
"3738 Faulkner Dr, Nashville, TN 37211, United States",0,1,1
"3739 Cedarwood Dr, Nashville, TN 37216, United States",0,1,1
"3739 Colonial Heritage Dr, Nashville, TN 37217, United States",0,1,1
"374 Ash Grove Dr, Nashville, TN 37211, United States",0,1,1
"374 Tusculum Rd, Nashville, TN 37211, United States",0,1,1
"3740 Waterford Way, Nashville, TN 37013, United States",0,1,1
"3741 Hamilton Church Rd, Nashville, TN 37013, United States",0,1,1
3745 Priest Lake Dr,0,1,1
"3746 Faulkner Dr, Nashville, TN 37211, United States",0,1,1
"3747 COLONIAL HERITAGE DR, 37217",0,1,1
"3747 Faulkner Dr, Nashville, TN 37211, United States",0,1,1
375 Bart Dr,0,1,1
"375 Bart Dr, Nashville, TN 37013, United States",0,1,1
"375 Ocala Dr, Nashville, TN 37211, United States",400,3,3
"3755 Faulkner Dr, Nashville, TN 37211, United States",200,2,2
"3760 Homeland Dr, Nashville, TN 37218, United States",0,1,1
"3761 Waterford Way, Nashville, TN 37013, United States",0,1,1
"3763 Westport Dr, Nashville, TN 37218, United States",0,1,1
"3765 Waterford Way, Nashville, TN 37013, United States",0,1,1
"3792 Lunn Dr, Nashville, TN 37218, United States",200,2,2
3793 Hilltop Ave,600,4,10
"3793 Hilltop Ave, Nashville, TN 37216, United States",0,1,1
"3795 Pin Hook Rd, Nashville, TN 37013, United States",600,4,4
"3796 Hilltop Ave, Nashville, TN 37216, United States",0,1,1
"38 Belcaro Cir, Nashville, TN 37215, United States",200,2,2
"3800 Abbott Martin Rd, Nashville, TN 37215, United States",400,3,3
"3800 Baxter Ave, Nashville, TN 37216, United States",0,1,1
"3800 Buena Vista Pike, Nashville, TN 37218, United States",0,1,4
3800 Clarksville Pike,0,1,1
"3800 Clarksville Pike, Nashville, TN 37218, United States",0,1,1
"3800 Cross Creek Rd, Nashville, TN 37215, United States",0,1,1
"3800 Whites Creek Pike, Nashville, TN 37207, United States",0,1,1
"3801 BEDFORD AVE, 37215",0,1,1
"3801 Baxter Ave, Nashville, TN 37216, United States",0,1,1
"3801 Buena Vista Pike, Nashville, TN 37218, United States",0,1,1
"3801 Creekwood Cir, Nashville, TN 37218, United States",0,1,1
3801 Lake Aire Dr,0,1,1
"3801 Nebraska Ave, Nashville, TN 37209, United States",0,1,1
3801 Park Ave,0,1,1
3801 Park Ave B,200,2,2
"3801 Princeton Ave, Nashville, TN 37205, United States",0,1,1
"3801 W Hamilton Rd, Nashville, TN 37218, United States",0,1,1
"3801 WEST END AVE, 37205",0,1,1
3801 Woodlawn Dr,200,2,2
"3801 Woodlawn Dr, Nashville, TN 37215, United States",0,1,1
3801 lunn dr,0,1,1
3801 w hamilton rd,0,1,1
"3802 Auburn Ln, Nashville, TN 37215, United States",0,1,1
"3802 Boatner Dr, Nashville, TN 37207, United States",0,1,1
3802 crouch dr,0,1,1
3802 lookout dr,0,1,1
"3803 Cross Creek Rd, Nashville, TN 37215, United States",0,1,1
"3803 Crouch Dr, Nashville, TN 37207, United States",200,2,2
"3803 HILLTOP AVE, 37216",200,2,2
"3803 Hilltop Ave, Nashville, TN 37216, United States",0,1,1
3803 Rolland Rd,0,1,1
"3803 Whitland Ave, Nashville, Tennessee, 37205",0,1,1
3803 hydes ferry rd,200,2,2
3804 ABBOTT MARTIN RD,0,1,1
3804 ANDERSON RD,0,1,1
"3804 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3804 Barlow Dr, Nashville, TN 37211, United States",0,1,1
"3804 Brighton Rd, Nashville, TN 37205, United States",0,1,1
"3804 Burrus St, Nashville, TN 37216, United States",0,1,1
"3804 Charlotte Ave, Nashville, TN 37209, United States",200,2,2
3804 Cravath Dr,0,1,1
3804 Harding Pl,0,1,1
"3804 Tulane Ct B, Nashville, Tennessee, 37215",0,1,1
"3804 Tulane Ct, Nashville, TN 37215, United States",0,1,1
3804 charlotte ave,0,1,1
3804 cravath dr,0,1,1
"3804A Tulane Ct, Nashville, TN 37215, United States",0,1,1
"3804B Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3805 Eckhart Dr, Nashville, TN 37211, United States",0,1,1
"3805 Elkins Ave, Nashville, TN 37209, United States",0,1,1
"3805 Hilltop Ave, Nashville, TN 37216, United States",200,2,2
"3805 Trimble Rd, Nashville, TN 37215, United States",200,2,2
"3805 W Hamilton Rd, Nashville, TN 37218, United States",0,1,1
3806 AUBURN LN,800,5,5
"3806 Auburn Ln, Nashville, TN 37215, United States",0,1,1
"3806 Burrus St, Nashville, Tennessee, 37216",0,1,4
"3806 Elkins Ave, Nashville, TN 37209, United States",0,1,1
3807 BARLOW DR,0,1,1
"3807 Ezell Rd, Nashville, TN 37211, United States",200,2,2
3808 ASHEFORD TRCE,0,1,1
"3808 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3808 Boatner Dr, Nashville, TN 37207, United States",0,1,1
"3808 Buena Vista Pike, Nashville, TN 37218, United States",0,1,1
"3808 Bunny Dr, Nashville, TN 37211, United States",0,1,1
"3809 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3809 Barlow Dr, Nashville, TN 37211, United States",200,2,2
3809 Brighton Rd,0,1,1
"3809 Haywood Ct, Nashville, TN 37211, United States",0,1,1
"3809 Hillshire Dr, Antioch, TN, USA",0,1,1
"3809 Lookout Dr, Nashville, TN 37209, United States",0,1,1
3809 Princeton Ave,0,1,1
"3809 Round Rock Dr, Nashville, TN 37013, United States",0,1,1
381 Ocala Dr,0,1,1
"3810 Lookout Dr, Nashville, TN 37209, United States",0,1,1
"3810 Priest Lake Dr, Nashville, TN 37217, United States",0,1,1
3810 Sam Boney Dr,0,1,1
"3810 Tulane Ct, Nashville, TN 37215, United States",0,1,1
3810 fairview dr,200,2,2
"3811 BARLOW DR, 37211",0,1,1
"3811 Baxter Ave, Nashville, TN 37216, United States",0,1,1
3811 Sentinel Dr,0,1,1
3811 elkins ave,0,1,1
"3812 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3812 Atwell Dr, Nashville, TN 37207, United States",0,1,1
"3812 Barlow Dr, Nashville, Tennessee, 37211",0,1,1
"3812 Boatner Dr, Nashville, TN 37207, United States",0,1,1
"3812 CENTRAL AVE, 37205",0,1,1
"3812 Lookout Dr, Nashville, TN 37209, United States",0,1,1
"3812 Sentinel Dr, Nashville, TN 37209, United States",0,1,1
"3813 Central Ave, Nashville, TN 37205, United States",0,1,1
"3813 Hillshire Dr, Nashville, TN 37013, United States",200,2,2
3813 boatner dr,0,1,1
3813 creekwood cir,0,1,1
"3814 Abbott Martin Rd, Nashville, TN 37215, United States",200,2,2
"3814 Harding Pl, Nashville, TN 37215, United States",0,1,1
"3814 Sam Boney Dr, Nashville, TN 37211, United States",0,1,1
3814 abbott martin rd,0,1,1
"3815 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3815 Ashland City Hwy, Nashville, TN 37218, United States",0,1,1
"3816 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
"3816 Harding Pl, Nashville, TN 37215, United States",200,2,2
"3817 Abbott Martin Rd, Nashville, TN 37215, United States",200,2,2
"3817 Kingswood Ave, Nashville, TN 37216, United States",0,1,1
3817 fairview dr,0,1,1
"3818 Burrus St, Nashville, TN 37216, United States",0,1,1
"3818 Harding Pl, Nashville, TN 37215, United States",0,1,1
"3819 Atwell Dr, Nashville, TN 37207, United States",0,1,1
"3819 Boatner Dr, Nashville, TN 37207, United States",0,1,1
"3819 Turley Dr, Nashville, TN 37211, United States",0,1,1
"382 Tusculum Rd, Nashville, TN 37211, United States",0,1,1
"3820 Atwell Dr, Nashville, TN 37207, United States",0,1,1
"3820 Buena Vista Pike, Nashville, TN 37218, United States",0,1,1
"3821 Bunny Dr, Nashville, TN 37211, United States",0,1,1
"3821 West End Ave, Nashville, TN 37205, United States",0,1,1
3821 hillshire dr,0,1,1
"3823 Syfert Ln, Nashville, TN 37211, United States",0,1,1
"3824 Burrus St, Nashville, TN 37216, United States",200,2,2
"3824 Richland Ave, Nashville, TN 37205, United States",0,1,1
"3825 Bunny Dr, Nashville, TN 37211, United States",0,1,1
"3825 Sentinel Dr, Nashville, TN 37209, United States",200,2,2
"3826 Atwell Dr, Nashville, TN 37207, United States",0,1,1
3827 Cleghorn Ave,0,1,1
"3827 Cleghorn Ave, Nashville, TN 37215, United States",0,1,1
"3828 Lunn Dr, Nashville, TN 37218, United States",0,1,1
"3828 Valley Ridge Dr, Nashville, TN 37211, United States",0,1,1
"3829 Buena Vista Pike, Nashville, TN 37218, United States",0,1,1
"383 Murfreesboro Rd, Nashville, Tennessee, 37210",0,1,1
"383 Normandy Cir, Nashville, TN 37209, United States",0,1,1
3830 E RIDGE DR,0,1,1
3830 cross creek rd,0,1,1
"3831 Creekside Dr, Nashville, TN 37211, United States",0,1,1
"3831 Crouch Dr, Nashville, TN 37207, United States",0,1,1
"3831 Gallatin Pike, Nashville, TN 37216, United States",200,2,2
3832 Dry Fork Rd,0,1,1
3832 anderson rd,0,1,1
"3833 Boatner Dr, Nashville, TN 37207, United States",0,1,1
"3834 Boatner Dr, Nashville, TN 37207, United States",0,1,1
"3835 Crouch Dr, Nashville, TN 37207, United States",0,1,1
3835 hydes ferry rd,600,4,4
"3836 Lunn Dr, Nashville, TN 37218, United States",0,1,1
3836 cross creek rd,0,1,1
"3839 Crouch Dr, Nashville, TN 37207, United States",0,1,1
"3840 Priest Lake Dr, Nashville, TN 37217, United States",200,2,2
"3841 Dunbar Dr, Nashville, TN 37207, United States",0,1,1
3841 crouch dr,0,1,1
3842 Hutson ave,0,1,1
"3842 Priest Lake Dr, Nashville, TN 37217, United States",400,3,3
"3843 Crouch Dr, Nashville, TN 37207, United States",0,1,1
3843 cross creek rd,0,1,1
3843 crouch dr,0,1,1
3844 Cravath Dr,0,1,1
"3844 Cross Creek Rd, Nashville, TN 37215, United States",200,2,2
"3844 HUTSON AVE, 37216",0,1,1
"3844 Priest Lake Dr, Nashville, TN 37217, United States",0,1,1
"3844 TURLEY DR, 37211",0,1,1
3847 Cross Creek Rd,0,1,1
"3847 Cross Creek Rd, Nashville, TN 37215, United States",400,3,3
"3847 Cross Creek Road, Nashville, TN, USA",0,1,1
3848 Keeley Dr,0,1,1
"3848 Saunders Ave, Nashville, TN 37216, United States",0,1,1
"385 Cedarcliff Rd, Antioch, Tennessee, 37013",0,1,1
"385 Cedarcliff Rd, Nashville, TN 37013, United States",200,2,2
"385 Ocala Dr, Nashville, TN 37211, United States",200,2,2
"3852 Augusta Dr, Nashville, TN 37207, United States",200,2,2
"3852 Park Royal Ln, Nashville, TN 37013, United States",200,2,2
"3854 Saunders Ave, Nashville, TN 37216, United States",0,1,1
"3854 Valley Ridge Dr, Nashville, TN 37211, United States",0,1,1
"3856 Abernathy Rd, Nashville, TN 37218, United States",0,1,1
3857 woodward dr,0,1,1
3858 Priest Lake Dr,0,1,1
"3859 Hamilton Church Rd, Nashville, TN 37013, United States",0,1,1
386 Coventry Dr,0,1,1
386 Coventry dr,0,1,1
"3864 Park Royal Ln, Nashville, TN 37013, United States",0,1,1
3868 lunn dr,0,1,1
387 haywood ln,0,1,1
"3871 Abernathy Rd, Nashville, TN 37218, United States",0,1,1
3872 Hutson Ave,0,1,1
"3876 Park Royal Ln, Antioch, Tennessee, 37013",0,1,1
"3876 Park Royal Ln, Nashville, TN 37013, United States",0,1,1
3876 priest lake dr,0,1,1
"3878 Priest Lake Dr, Nashville, TN 37217, United States",0,1,4
"3880 Park Royal Lane, Antioch, TN 37013, United States",0,1,1
3880 Park Royal Ln,0,1,1
3880 Priest Lake Dr 28,0,1,1
"3880 Priest Lake Dr, Nashville, Tennessee, 37217",0,1,1
3880 priest lake dr,0,1,1
"3887 LUNN DR, 37218",0,1,1
"3898 E Ridge Dr, Nashville, TN 37211, United States",0,1,1
39 Vaughns Gap rd,0,1,1
"39 Waters Ave, Nashville, TN 37206, United States",200,2,2
39 lafayette st,0,1,1
"390 Ash Grove Dr, Nashville, TN 37211, United States",200,2,2
390 Coventry Dr,0,1,4
"3900 Calumet Dr, Nashville, TN 37013, United States",0,1,1
3900 E Ridge Dr,0,1,1
"3900 Elkins Ave, Nashville, TN 37209, United States",200,2,2
"3900 Nolensville Pike, Nashville, TN 37211, United States",0,1,1
3900 e ridge dr,0,1,1
3901 Calumet Dr,0,1,1
"3901 Creekway Ct, Nashville, TN 37218, United States",0,1,1
"3901 Park Ave, Nashville, TN 37209, United States",0,1,1
3903 Abbott Martin Rd,0,1,1
"3903 Abbott Martin Rd, Nashville, TN 37215, United States",0,1,1
3904 Bradley ct,0,1,1
"3904 DORCAS DR, 37215",0,1,1
"3904 E Ridge Dr, Nashville, TN 37211, United States",0,1,1
3904 granny white pike,1000,6,6
"3905 Augusta Dr, Nashville, TN 37207, United States",200,2,1
"3905 Granny White Pike, Nashville, TN 37204, United States",0,1,1
"3905 Kings Ln, Nashville, TN 37218, United States",0,1,1
"3905 Meadow Rd, Nashville, TN 37218, United States",0,1,1
"3905 Tucker Rd, Nashville, TN 37218, United States",200,2,2
3906 Estes Rd,200,2,2
"3906 Estes Rd, Nashville, TN 37215, United States",200,2,2
3906 HOBBS RD,0,1,1
"3906 Parks Retreat Dr, Nashville, TN 37013, United States",200,2,1
"3906 W Valley Dr, Nashville, TN 37211, United States",0,1,1
"3908 Burrus St, Nashville, TN 37216, United States",0,1,1
"3908 Eckhart Dr, Nashville, TN 37211, United States",200,2,2
"3908 Taylor Rd, Nashville, TN 37211, United States",0,1,1
"3908 Tucker Rd, Nashville, TN 37218, United States",0,1,1
3908 calumet dr,0,1,1
3908 w valley dr,0,1,1
